Lote;Material;Lote interno;Lote Proveedor;Qty;Fecha recepción;Fecha traslado
23039;100004;0000657923;2414152;316,8;7/12/21;28/4/23
23039;100005;0000723171;M3889;96;4/11/22;3/3/23
23039;100006;0000676218;C4837;177,664;7/3/22;17/1/23
23039;100007;0000752415;2202239;8352;24/3/23;28/4/23
23039;100008;0000710843;A1673579;144;5/9/22;27/3/23
23039;100001;0000751297;88844;57,6;21/3/23;18/4/23
23039;100009;0000719593;0002231404;7680;17/10/22;4/5/23
23039;100002;0000676155;K53821835;384;7/3/22;6/4/23
23039;100010;0000736921;0002235436;96;11/1/23;24/4/23
23039;100011;0000737873;0002246451;3200;17/1/23;4/5/23
23039;100012;0000746165;3009264;7795,1936;27/2/23;8/5/23
23039;100012;0000746149;3009264;76,8064;27/2/23;12/4/23
23039;100004;0000657923;2414152;79,2;7/12/21;28/4/23
23039;100005;0000723171;M3889;12,008;4/11/22;3/3/23
23039;100006;0000676218;C4837;22,392;7/3/22;17/1/23
23039;100007;0000736215;2202239;2089,584;9/1/23;3/4/23
23039;100008;0000729570;A1673579;18,08;30/11/22;11/5/23
23039;100001;0000751297;88844;7,224;21/3/23;18/4/23
23039;100009;0000719593;0002231404;960;17/10/22;4/5/23
23039;100002;0000676155;K53821835;48,232;7/3/22;6/4/23
23039;100010;0000736921;0002235436;12,016;11/1/23;15/5/23
23039;100011;0000737873;0002246451;399,64;17/1/23;18/5/23
23039;100012;0000746165;3009264;1968;27/2/23;17/5/23
23040;100001;0000751297;88844;77,232;21/3/23;18/4/23
23040;100002;0000676155;K53821835;77,464;7/3/22;6/4/23
23040;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23040;100004;0000657936;2414153;317,6;7/12/21;10/5/23
23040;100004;0000657923;2414152;0,8;7/12/21;28/4/23
23040;100005;0000723171;M3889;95,976;4/11/22;3/3/23
23040;100006;0000676218;C4837;178,376;7/3/22;19/5/23
23040;100007;0000752415;2202239;8352;24/3/23;28/4/23
23040;100008;0000729570;A1673579;144,424;30/11/22;11/5/23
23040;100001;0000751297;88844;57,568;21/3/23;18/4/23
23040;100009;0000719593;0002231404;7680;17/10/22;19/5/23
23040;100002;0000676155;K53821835;384,384;7/3/22;6/4/23
23040;100010;0000736921;0002235436;96;11/1/23;15/5/23
23040;100011;0000737873;0002246451;3200;17/1/23;22/5/23
23040;100012;0000746165;3009264;7872;27/2/23;23/5/23
23040;100004;0000657936;2414153;51,2;7/12/21;10/5/23
23040;100005;0000723171;M3889;7,624;4/11/22;3/3/23
23040;100006;0000676218;C4837;14,352;7/3/22;19/5/23
23040;100007;0000752415;2202239;1336;24/3/23;28/4/23
23040;100008;0000729570;A1673579;11,576;30/11/22;11/5/23
23040;100001;0000751297;88844;4,568;21/3/23;18/4/23
23040;100009;0000719593;0002231404;612;17/10/22;19/5/23
23040;100002;0000676155;K53821835;30,64;7/3/22;6/4/23
23040;100010;0000736921;0002235436;7,696;11/1/23;15/5/23
23040;100011;0000737873;0002246451;256,8;17/1/23;22/5/23
23040;100012;0000746165;3009264;1262,4;27/2/23;23/5/23
23041;100001;0000751297;88844;76,8;21/3/23;18/4/23
23041;100002;0000676155;K53821835;77,28;7/3/22;6/4/23
23041;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23041;100004;0000657936;2414153;320;7/12/21;10/5/23
23041;100005;0000723171;M3889;96,184;4/11/22;3/3/23
23041;100006;0000676218;C4837;177,6;7/3/22;19/5/23
23041;100007;0000752415;2202239;8352;24/3/23;26/5/23
23041;100008;0000729570;A1673579;144,28;30/11/22;11/5/23
23041;100001;0000751297;88844;57,8;21/3/23;18/4/23
23041;100009;0000719593;0002231404;7680;17/10/22;19/5/23
23041;100002;0000676155;K53821835;384,072;7/3/22;6/4/23
23041;100010;0000736921;0002235436;96,696;11/1/23;15/5/23
23041;100011;0000737873;0002246451;3200,36;17/1/23;22/5/23
23041;100012;0000746165;3009264;7872;27/2/23;29/5/23
23041;100004;0000657936;2414153;51,2;7/12/21;10/5/23
23041;100005;0000723171;M3889;7,624;4/11/22;3/3/23
23041;100006;0000676218;C4837;14,352;7/3/22;19/5/23
23041;100007;0000752415;2202239;1336;24/3/23;28/4/23
23041;100008;0000729570;A1673579;11,576;30/11/22;11/5/23
23041;100001;0000751297;88844;4,568;21/3/23;18/4/23
23041;100009;0000719593;0002231404;612;17/10/22;19/5/23
23041;100002;0000676155;K53821835;30,64;7/3/22;6/4/23
23041;100010;0000736921;0002235436;7,696;11/1/23;15/5/23
23041;100011;0000737873;0002246451;256,8;17/1/23;22/5/23
23041;100012;0000746165;3009264;1262,4;27/2/23;23/5/23
23042;100001;0000751297;88844;72,472;21/3/23;18/4/23
23042;100002;0000676155;K53821835;72,448;7/3/22;6/4/23
23042;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23042;100004;0000657936;2414153;295,2;7/12/21;10/5/23
23042;100004;0000657941;2414156;24,8;7/12/21;23/5/23
23042;100005;0000723171;M3889;96,064;4/11/22;3/3/23
23042;100006;0000676218;C4837;178,2;7/3/22;19/5/23
23042;100007;0000752415;2202239;8352;24/3/23;26/5/23
23042;100008;0000729570;A1673579;143,912;30/11/22;11/5/23
23042;100001;0000751297;88844;57,552;21/3/23;18/4/23
23042;100009;0000719593;0002231404;7671,2;17/10/22;19/5/23
23042;100002;0000676155;K53821835;384;7/3/22;6/4/23
23042;100010;0000736921;0002235436;96,44;11/1/23;15/5/23
23042;100011;0000737873;0002246451;3200;17/1/23;22/5/23
23042;100012;0000746165;3009264;7864;27/2/23;29/5/23
23043;100001;0000738609;AM1798471;72,28;20/1/23;30/5/23
23043;100002;0000676155;K53821835;72,28;7/3/22;6/4/23
23043;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23043;100004;0000657941;2414156;316,8;7/12/21;23/5/23
23043;100005;0000723171;M3889;96,376;4/11/22;3/3/23
23043;100006;0000676218;C4837;179,048;7/3/22;19/5/23
23043;100007;0000752415;2202239;8352;24/3/23;26/5/23
23043;100008;0000729570;A1673579;144;30/11/22;5/6/23
23043;100001;0000751297;88844;57,824;21/3/23;18/4/23
23043;100009;0000719593;0002231404;7688;17/10/22;19/5/23
23043;100002;0000676155;K53821835;383,992;7/3/22;6/4/23
23043;100010;0000736921;0002235436;96;11/1/23;15/5/23
23043;100011;0000737873;0002246451;3200;17/1/23;22/5/23
23043;100012;0000746165;3009264;7872;27/2/23;5/6/23
23043;100004;0000665418;2430702;89,6;14/1/22;5/6/23
23043;100005;0000723171;M3889;13,448;4/11/22;3/3/23
23043;100006;0000676218;C4837;25,136;7/3/22;19/5/23
23043;100007;0000752415;2202239;2338,56;24/3/23;26/5/23
23043;100008;0000729570;A1673579;20,168;30/11/22;7/6/23
23043;100001;0000738609;AM1798471;8,016;20/1/23;30/5/23
23043;100001;0000751297;88844;0,048;21/3/23;18/4/23
23043;100009;0000730930;0002246013;891,424;12/12/22;2/6/23
23043;100009;0000719593;0002231404;183,776;17/10/22;19/5/23
23043;100002;0000676155;K53821835;53,392;7/3/22;6/4/23
23043;100010;0000736921;0002235436;13,52;11/1/23;15/5/23
23043;100011;0000741497;0002246572;448;3/2/23;5/6/23
23043;100012;0000746165;3009264;2204,16;27/2/23;7/6/23
23044;100001;0000738609;AM1798471;72,28;20/1/23;30/5/23
23044;100002;0000676155;K53821835;72,28;7/3/22;6/4/23
23044;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23044;100004;0000657941;2414156;316,8;7/12/21;23/5/23
23044;100005;0000723171;M3889;96,376;4/11/22;3/3/23
23044;100006;0000676218;C4837;179,048;7/3/22;19/5/23
23044;100007;0000752415;2202239;8352;24/3/23;26/5/23
23044;100008;0000729570;A1673579;144;30/11/22;5/6/23
23044;100001;0000751297;88844;57,824;21/3/23;18/4/23
23044;100009;0000719593;0002231404;7688;17/10/22;19/5/23
23044;100002;0000676155;K53821835;383,992;7/3/22;6/4/23
23044;100010;0000736921;0002235436;96;11/1/23;15/5/23
23044;100011;0000737873;0002246451;3200;17/1/23;22/5/23
23044;100012;0000746165;3009264;7872;27/2/23;5/6/23
23044;100004;0000665418;2430702;89,6;14/1/22;5/6/23
23044;100005;0000723171;M3889;13,448;4/11/22;3/3/23
23044;100006;0000676218;C4837;25,136;7/3/22;19/5/23
23044;100007;0000752415;2202239;2338,56;24/3/23;26/5/23
23044;100008;0000729570;A1673579;20,168;30/11/22;7/6/23
23044;100001;0000738609;AM1798471;8,016;20/1/23;30/5/23
23044;100001;0000751297;88844;0,048;21/3/23;18/4/23
23044;100009;0000730930;0002246013;891,424;12/12/22;2/6/23
23044;100009;0000719593;0002231404;183,776;17/10/22;19/5/23
23044;100002;0000676155;K53821835;53,392;7/3/22;6/4/23
23044;100010;0000736921;0002235436;13,52;11/1/23;15/5/23
23044;100011;0000741497;0002246572;448;3/2/23;5/6/23
23044;100012;0000746165;3009264;2204,16;27/2/23;7/6/23
23045;100001;0000738609;AM1798471;72,104;20/1/23;30/5/23
23045;100002;0000676155;K53821835;72,024;7/3/22;6/4/23
23045;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23045;100004;0000665418;2430702;320;14/1/22;5/6/23
23045;100005;0000723171;M3889;96,04;4/11/22;3/3/23
23045;100006;0000676218;C4837;177,9096;7/3/22;19/5/23
23045;100007;0000752415;2202239;8352;24/3/23;26/5/23
23045;100008;0000729570;A1673579;143,84;30/11/22;7/6/23
23045;100001;0000738609;AM1798471;57,336;20/1/23;30/5/23
23045;100009;0000730930;0002246013;7680;12/12/22;2/6/23
23045;100002;0000676155;K53821835;384;7/3/22;6/4/23
23045;100010;0000736921;0002235436;95,928;11/1/23;15/5/23
23045;100011;0000741497;0002246572;3200;3/2/23;5/6/23
23045;100012;0000746165;3009264;7872;27/2/23;7/6/23
23045;100004;0000665418;2430702;89,6;14/1/22;5/6/23
23045;100005;0000723171;M3889;13,448;4/11/22;3/3/23
23045;100006;0000676218;C4837;25,136;7/3/22;19/5/23
23045;100007;0000752415;2202239;2338,56;24/3/23;26/5/23
23045;100008;0000729570;A1673579;20,168;30/11/22;7/6/23
23045;100001;0000738609;AM1798471;8,016;20/1/23;30/5/23
23045;100001;0000751297;88844;0,048;21/3/23;18/4/23
23045;100009;0000730930;0002246013;891,424;12/12/22;2/6/23
23045;100009;0000719593;0002231404;183,776;17/10/22;19/5/23
23045;100002;0000676155;K53821835;53,392;7/3/22;6/4/23
23045;100010;0000736921;0002235436;13,52;11/1/23;15/5/23
23045;100011;0000741497;0002246572;448;3/2/23;5/6/23
23045;100012;0000746165;3009264;2204,16;27/2/23;7/6/23
23046;100001;0000738609;AM1798471;71,928;20/1/23;30/5/23
23046;100002;0000676155;K53821835;72;7/3/22;6/4/23
23046;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23046;100004;0000657941;2414156;316,8;7/12/21;23/5/23
23046;100005;0000723171;M3889;96,392;4/11/22;3/3/23
23046;100006;0000676218;C4837;177,264;7/3/22;19/5/23
23046;100007;0000752415;2202239;8336;24/3/23;26/5/23
23046;100008;0000729570;A1673579;143,656;30/11/22;7/6/23
23046;100001;0000738609;AM1798471;57,064;20/1/23;30/5/23
23046;100001;0000751297;88844;0,536;21/3/23;18/4/23
23046;100009;0000730930;0002246013;7688;12/12/22;9/6/23
23046;100002;0000676155;K53821835;383,28;7/3/22;6/4/23
23046;100010;0000736921;0002235436;96,52;11/1/23;15/5/23
23046;100011;0000741497;0002246572;3208;3/2/23;12/6/23
23046;100012;0000746149;3009264;5238,832;27/2/23;12/6/23
23046;100012;0000746165;3009264;2616;27/2/23;7/6/23
23046;100004;0000665418;2430702;89,6;14/1/22;5/6/23
23046;100005;0000723171;M3889;13,448;4/11/22;3/3/23
23046;100006;0000676218;C4837;25,136;7/3/22;19/5/23
23046;100007;0000752415;2202239;2338,56;24/3/23;26/5/23
23046;100008;0000729570;A1673579;20,168;30/11/22;7/6/23
23046;100001;0000738609;AM1798471;8,016;20/1/23;30/5/23
23046;100001;0000751297;88844;0,048;21/3/23;18/4/23
23046;100009;0000730930;0002246013;891,424;12/12/22;2/6/23
23046;100009;0000719593;0002231404;183,776;17/10/22;19/5/23
23046;100002;0000676155;K53821835;53,392;7/3/22;6/4/23
23046;100010;0000736921;0002235436;13,52;11/1/23;15/5/23
23046;100011;0000741497;0002246572;448;3/2/23;5/6/23
23046;100012;0000746165;3009264;2204,16;27/2/23;7/6/23
23047;100001;0000738609;AM1798471;72,16;20/1/23;30/5/23
23047;100002;0000676155;K53821835;72,72;7/3/22;6/4/23
23047;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23047;100004;0000657941;2414156;316,8;7/12/21;23/5/23
23047;100005;0000723171;M3889;95,992;4/11/22;3/3/23
23047;100006;0000676218;C4837;177,8;7/3/22;19/5/23
23047;100007;0000752415;2202239;8352;24/3/23;26/5/23
23047;100008;0000729570;A1673579;143,192;30/11/22;7/6/23
23047;100001;0000738609;AM1798471;57,616;20/1/23;30/5/23
23047;100009;0000730930;0002246013;7688;12/12/22;9/6/23
23047;100002;0000676155;K53821835;385,152;7/3/22;6/4/23
23047;100010;0000736921;0002235436;96,168;11/1/23;15/5/23
23047;100011;0000741497;0002246572;3197,784;3/2/23;12/6/23
23047;100012;0000767981;3114562;4843,9776;12/6/23;12/6/23
23047;100012;0000746165;3009264;3028,0224;27/2/23;7/6/23
23047;100004;0000665418;2430702;89,6;14/1/22;5/6/23
23047;100005;0000723171;M3889;13,448;4/11/22;3/3/23
23047;100006;0000676218;C4837;25,136;7/3/22;19/5/23
23047;100007;0000752415;2202239;2338,56;24/3/23;26/5/23
23047;100008;0000729570;A1673579;20,168;30/11/22;7/6/23
23047;100001;0000738609;AM1798471;8,016;20/1/23;30/5/23
23047;100001;0000751297;88844;0,048;21/3/23;18/4/23
23047;100009;0000730930;0002246013;891,424;12/12/22;2/6/23
23047;100009;0000719593;0002231404;183,776;17/10/22;19/5/23
23047;100002;0000676155;K53821835;53,392;7/3/22;6/4/23
23047;100010;0000736921;0002235436;13,52;11/1/23;15/5/23
23047;100011;0000741497;0002246572;448;3/2/23;5/6/23
23047;100012;0000746165;3009264;2204,16;27/2/23;7/6/23
23048;100001;0000738609;AM1798471;71,896;20/1/23;30/5/23
23048;100002;0000756817;K54491535;72,016;18/4/23;21/6/23
23048;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23048;100004;0000665418;2430702;316,8;14/1/22;5/6/23
23048;100004;0000655974;2414142;0;25/11/21;23/3/23
23048;100005;0000723171;M3889;96,216;4/11/22;3/3/23
23048;100006;0000676218;C4837;177,664;7/3/22;19/5/23
23048;100007;0000675156;1292700;8352;1/3/22;13/6/23
23048;100008;0000729570;A1673579;143,848;30/11/22;14/6/23
23048;100001;0000738609;AM1798471;57,752;20/1/23;30/5/23
23048;100009;0000730930;0002246013;7696;12/12/22;14/6/23
23048;100002;0000676155;K53821835;384;7/3/22;6/4/23
23048;100010;0000736921;0002235436;95,8104;11/1/23;15/5/23
23048;100011;0000741497;0002246572;3199,936;3/2/23;14/6/23
23048;100012;0000767981;3114562;7872;12/6/23;15/6/23
23049;100001;0000738609;AM1798471;72,24;20/1/23;30/5/23
23049;100002;0000756817;K54491535;71,864;18/4/23;21/6/23
23049;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23049;100004;0000665418;2430702;316,8;14/1/22;5/6/23
23049;100005;0000723171;M3889;96,8;4/11/22;3/3/23
23049;100006;0000676218;C4837;178,24;7/3/22;19/5/23
23049;100007;0000675156;1292700;8000;1/3/22;13/6/23
23049;100007;0000752415;2202239;352;24/3/23;19/6/23
23049;100008;0000729570;A1673579;144,4;30/11/22;14/6/23
23049;100001;0000738609;AM1798471;57,68;20/1/23;30/5/23
23049;100009;0000730930;0002246013;7688;12/12/22;19/6/23
23049;100002;0000676155;K53821835;199,1384;7/3/22;6/4/23
23049;100002;0000756817;K54491535;184,8616;18/4/23;26/5/23
23049;100010;0000736921;0002235436;96,48;11/1/23;15/5/23
23049;100011;0000741497;0002246572;3200;3/2/23;19/6/23
23049;100012;0000767981;3114562;7872;12/6/23;15/6/23
23050;100001;0000738609;AM1798471;71,68;20/1/23;30/5/23
23050;100002;0000756817;K54491535;71,576;18/4/23;21/6/23
23050;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23050;100004;0000665423;2430692;244,8;14/1/22;14/6/23
23050;100004;0000665418;2430702;72;14/1/22;5/6/23
23050;100005;0000723171;M3889;96,128;4/11/22;3/3/23
23050;100006;0000676218;C4837;177,568;7/3/22;19/5/23
23050;100007;0000675156;1292700;8000;1/3/22;13/6/23
23050;100007;0000752415;2202239;352;24/3/23;19/6/23
23050;100008;0000729570;A1673579;143,96;30/11/22;14/6/23
23050;100001;0000738609;AM1798471;57,496;20/1/23;30/5/23
23050;100009;0000730930;0002246013;7680;12/12/22;19/6/23
23050;100002;0000756817;K54491535;383,8;18/4/23;26/5/23
23050;100010;0000736921;0002235436;96,144;11/1/23;15/5/23
23050;100011;0000741497;0002246572;3200;3/2/23;19/6/23
23050;100012;0000767981;3114562;7872;12/6/23;15/6/23
23050;100004;0000665423;2430692;116,8;14/1/22;14/6/23
23050;100005;0000723171;M3889;17,056;4/11/22;3/3/23
23050;100006;0000676218;C4837;32,96;7/3/22;19/5/23
23050;100007;0000675156;1292700;3047,528;1/3/22;13/6/23
23050;100008;0000729570;A1673579;26,4;30/11/22;14/6/23
23050;100001;0000738609;AM1798471;10,512;20/1/23;30/5/23
23050;100009;0000730930;0002246013;1399,784;12/12/22;14/6/23
23050;100002;0000756817;K54491535;70,64;18/4/23;26/5/23
23050;100010;0000736921;0002235436;17,68;11/1/23;15/5/23
23050;100011;0000741497;0002246572;585,6;3/2/23;14/6/23
23050;100012;0000767981;3114562;2871,84;12/6/23;15/6/23
23051;100001;0000738609;AM1798471;71,96;20/1/23;30/5/23
23051;100002;0000756817;K54491535;72,232;18/4/23;21/6/23
23051;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23051;100004;0000665423;2430692;316,8;14/1/22;14/6/23
23051;100005;0000723171;M3889;96,016;4/11/22;3/3/23
23051;100006;0000676218;C4837;177,816;7/3/22;19/5/23
23051;100007;0000675156;1292700;8352;1/3/22;13/6/23
23051;100008;0000729570;A1673579;144,048;30/11/22;14/6/23
23051;100001;0000738609;AM1798471;57,832;20/1/23;30/5/23
23051;100009;0000730930;0002246013;7680;12/12/22;19/6/23
23051;100002;0000756817;K54491535;384,144;18/4/23;26/5/23
23051;100010;0000736921;0002235436;96,256;11/1/23;15/5/23
23051;100011;0000741497;0002246572;3200;3/2/23;19/6/23
23051;100012;0000767981;3114562;7872;12/6/23;15/6/23
23051;100004;0000665423;2430692;116,8;14/1/22;14/6/23
23051;100005;0000723171;M3889;17,056;4/11/22;3/3/23
23051;100006;0000676218;C4837;32,96;7/3/22;19/5/23
23051;100007;0000675156;1292700;3047,528;1/3/22;13/6/23
23051;100008;0000729570;A1673579;26,4;30/11/22;14/6/23
23051;100001;0000738609;AM1798471;10,512;20/1/23;30/5/23
23051;100009;0000730930;0002246013;1399,784;12/12/22;14/6/23
23051;100002;0000756817;K54491535;70,64;18/4/23;26/5/23
23051;100010;0000736921;0002235436;17,68;11/1/23;15/5/23
23051;100011;0000741497;0002246572;585,6;3/2/23;14/6/23
23051;100012;0000767981;3114562;2871,84;12/6/23;15/6/23
23052;100001;0000738609;AM1798471;71,888;20/1/23;30/5/23
23052;100002;0000756817;K54491535;72,016;18/4/23;21/6/23
23052;100003;0000644272;0005070897;4800;4/10/21;15/5/23
23052;100004;0000665423;2430692;316,8;14/1/22;14/6/23
23052;100005;0000723171;M3889;96,152;4/11/22;3/3/23
23052;100006;0000676218;C4837;177,792;7/3/22;19/5/23
23052;100007;0000675156;1292700;8000;1/3/22;13/6/23
23052;100007;0000752415;2202239;352;24/3/23;19/6/23
23052;100008;0000729570;A1673579;144,096;30/11/22;14/6/23
23052;100001;0000738609;AM1798471;57,816;20/1/23;30/5/23
23052;100009;0000730930;0002246013;7680;12/12/22;26/6/23
23052;100002;0000756817;K54491535;383,928;18/4/23;21/6/23
23052;100010;0000736921;0002235436;96,2;11/1/23;15/5/23
23052;100011;0000741497;0002246572;3201,512;3/2/23;19/6/23
23052;100012;0000767981;3114562;7872;12/6/23;21/6/23
23052;100004;0000665423;2430692;116,8;14/1/22;14/6/23
23052;100005;0000723171;M3889;17,056;4/11/22;3/3/23
23052;100006;0000676218;C4837;32,96;7/3/22;19/5/23
23052;100007;0000675156;1292700;3047,528;1/3/22;13/6/23
23052;100008;0000729570;A1673579;26,4;30/11/22;14/6/23
23052;100001;0000738609;AM1798471;10,512;20/1/23;30/5/23
23052;100009;0000730930;0002246013;1399,784;12/12/22;14/6/23
23052;100002;0000756817;K54491535;70,64;18/4/23;26/5/23
23052;100010;0000736921;0002235436;17,68;11/1/23;15/5/23
23052;100011;0000741497;0002246572;585,6;3/2/23;14/6/23
23052;100012;0000767981;3114562;2871,84;12/6/23;15/6/23
23053;100001;0000738609;AM1798471;72,016;20/1/23;30/5/23
23053;100002;0000756817;K54491535;72,624;18/4/23;21/6/23
23053;100003;0000648033;0005161269;3664,8;21/10/21;26/6/23
23053;100003;0000644272;0005070897;1135,2;4/10/21;15/5/23
23053;100004;0000665423;2430692;316,8;14/1/22;14/6/23
23053;100005;0000723171;M3889;96,4;4/11/22;3/3/23
23053;100006;0000676218;C4837;177,904;7/3/22;19/5/23
23053;100007;0000675156;1292700;8000;1/3/22;13/6/23
23053;100007;0000752415;2202239;352;24/3/23;19/6/23
23053;100008;0000729570;A1673579;144,8;30/11/22;14/6/23
23053;100001;0000738609;AM1798471;57,64;20/1/23;30/5/23
23053;100009;0000730930;0002246013;7680;12/12/22;26/6/23
23053;100002;0000756817;K54491535;383,6;18/4/23;21/6/23
23053;100010;0000736921;0002235436;96,8;11/1/23;15/5/23
23053;100011;0000741497;0002246572;3208;3/2/23;19/6/23
23053;100012;0000767981;3114562;7872;12/6/23;21/6/23
23053;100004;0000665423;2430692;116,8;14/1/22;14/6/23
23053;100005;0000723171;M3889;17,056;4/11/22;3/3/23
23053;100006;0000676218;C4837;32,96;7/3/22;19/5/23
23053;100007;0000675156;1292700;3047,528;1/3/22;13/6/23
23053;100008;0000729570;A1673579;26,4;30/11/22;14/6/23
23053;100001;0000738609;AM1798471;10,512;20/1/23;30/5/23
23053;100009;0000730930;0002246013;1399,784;12/12/22;14/6/23
23053;100002;0000756817;K54491535;70,64;18/4/23;26/5/23
23053;100010;0000736921;0002235436;17,68;11/1/23;15/5/23
23053;100011;0000741497;0002246572;585,6;3/2/23;14/6/23
23053;100012;0000767981;3114562;2871,84;12/6/23;15/6/23
23054;100001;0000738609;AM1798471;72,712;20/1/23;30/5/23
23054;100002;0000756817;K54491535;72,016;18/4/23;21/6/23
23054;100003;0000648033;0005161269;4800;21/10/21;26/6/23
23054;100004;0000665425;2430693;320;14/1/22;21/6/23
23054;100005;0000723171;M3889;96;4/11/22;3/3/23
23054;100006;0000676218;C4837;177,088;7/3/22;19/5/23
23054;100007;0000675156;1292700;8352;1/3/22;13/6/23
23054;100008;0000729570;A1673579;144;30/11/22;14/6/23
23054;100001;0000738609;AM1798471;57,92;20/1/23;30/5/23
23054;100009;0000730930;0002246013;7680;12/12/22;26/6/23
23054;100002;0000756817;K54491535;384;18/4/23;21/6/23
23054;100010;0000736921;0002235436;96;11/1/23;15/5/23
23054;100011;0000741497;0002246572;3200;3/2/23;19/6/23
23054;100012;0000767981;3114562;7872;12/6/23;21/6/23
23054;100004;0000665423;2430692;78,4;14/1/22;14/6/23
23054;100004;0000665418;2430702;6,4;14/1/22;5/6/23
